id,cte
7726180596,"[1339310, 28432039, 19672625, 25898076, 1376881]"
7720596679,"[19672625, 1376881, 24089899, 1345602, 28432039]"
7703822590,"[1383854, 32333290, 1339310, 19672625, 24089899]"
7719048879,"[19672625, 1376881, 24089899, 1345602, 28432039]"
7714035675,"[22933903, 24089899, 34259992, 1376881, 28432039]"
7716224808,"[19672625, 1376881, 24089899, 1345602, 28432039]"
7720008045,"[34840077, 1376881, 28432039, 34818835, 34325586]"
7735002230,"[19672625, 1376881, 24089899, 1345602, 28432039]"
7720307694,"[19672625, 1376881, 24089899, 1345602, 28432039]"
7723641658,"[19672625, 1376881, 24089899, 1345602, 28432039]"
7721854410,"[19672625, 1376881, 24089899, 1345602, 28432039]"
7718083895,"[34726784, 23412730, 23036753, 34818835, 1345602]"
7701107851,"[19672625, 1376881, 24089899, 1345602, 28432039]"
7743024928,"[19672625, 1376881, 24089899, 1345602, 28432039]"
7724848246,"[19672625, 1376881, 24089899, 1345602, 28432039]"
7704249283,"[34325586, 24089899, 21066213, 19672625, 28432039]"
7728288161,"[19672625, 1376881, 24089899, 1345602, 28432039]"
5024001482,"[19672625, 1376881, 24089899, 1345602, 28432039]"
7724070870,"[19672625, 1376881, 24089899, 1345602, 28432039]"
7729071411,"[16517161, 1260765, 18127790, 28432039, 18864895]"
7703247043,"[19672625, 1376881, 24089899, 1345602, 28432039]"
7710918359,"[17000393, 19672625, 1394368, 19509382, 28432039]"
7729193258,"[19672625, 1376881, 24089899, 1345602, 28432039]"
5029043729,"[19672625, 1376881, 24089899, 1345602, 28432039]"
7707094937,"[19672625, 1376881, 24089899, 1345602, 28432039]"
7727019543,"[19672625, 1376881, 24089899, 1345602, 28432039]"
7721805149,"[19672625, 1376881, 24089899, 1345602, 28432039]"
7727763150,"[24156441, 20127257, 1325442, 35007422, 26751454]"
7714290499,"[19672625, 1376881, 24089899, 1345602, 28432039]"
7724917860,"[19672625, 1376881, 24089899, 1345602, 28432039]"
7727846198,"[19672625, 1376881, 24089899, 1345602, 28432039]"
7723000647,"[16942420, 24089899, 1345602, 24272272, 1376881]"
7706400162,"[19672625, 1376881, 24089899, 1345602, 28432039]"
7716778644,"[19672625, 1376881, 24089899, 1345602, 28432039]"
7715089391,"[1339310, 28450402, 32333290, 1376881, 19672625]"
7722765428,"[24156441, 20127257, 1325442, 35007422, 26751454]"
7715789629,"[1339310, 28432039, 19672625, 25898076, 1376881]"
7713652964,"[19672625, 1376881, 24089899, 1345602, 28432039]"
7724914410,"[19672625, 1376881, 24089899, 1345602, 28432039]"
7716771230,"[1345602, 34343195, 28432039, 24089899, 1376881]"
7716789597,"[19672625, 1376881, 24089899, 1345602, 28432039]"
7743085720,"[19672625, 1376881, 24089899, 1345602, 28432039]"
7743656740,"[19672625, 1376881, 24089899, 1345602, 28432039]"
7731413983,"[19672625, 1376881, 24089899, 1345602, 28432039]"
7710474791,"[19672625, 1376881, 24089899, 1345602, 28432039]"
7723084929,"[1379622, 1258246, 28432039, 1376881, 1345602]"
7732120595,"[19672625, 1376881, 24089899, 1345602, 28432039]"
7729417973,"[19672625, 1376881, 24089899, 1345602, 28432039]"
7729410230,"[19672625, 1376881, 24089899, 1345602, 28432039]"
7718084112,"[34325586, 24089899, 21066213, 19672625, 28432039]"
7735069192,"[1339310, 28450402, 32333290, 1376881, 19672625]"
7721817899,"[18022621, 34818835, 33695427, 28432039, 19672625]"
7733114266,"[19672625, 1376881, 24089899, 1345602, 28432039]"
7730544207,"[19672625, 1376881, 24089899, 1345602, 28432039]"
9717025245,"[19672625, 1376881, 24089899, 1345602, 28432039]"
7726643460,"[16942420, 24089899, 1345602, 24272272, 1376881]"
7727840510,"[1268645, 1207882, 19672625, 34325586, 1376881]"
7735083380,"[19672625, 1376881, 24089899, 1345602, 28432039]"
7702061293,"[23037084, 19672625, 1376881, 24089899, 32333290]"
7734091519,"[34296055, 20838297, 21476954, 1345602, 16942420]"
7727190396,"[1339310, 28432039, 19672625, 25898076, 1376881]"
7704012037,"[1345602, 34343195, 28432039, 24089899, 1376881]"
7715468897,"[16942420, 24089899, 1345602, 24272272, 1376881]"
7706188935,"[19672625, 1376881, 24089899, 1345602, 28432039]"
7725570674,"[19672625, 1376881, 24089899, 1345602, 28432039]"
7727842676,"[19672625, 1376881, 24089899, 1345602, 28432039]"
7702463041,"[19672625, 1376881, 24089899, 1345602, 28432039]"
7724053120,"[19672625, 1376881, 24089899, 1345602, 28432039]"
7722284474,"[19672625, 1376881, 24089899, 1345602, 28432039]"
7709439048,"[1379622, 1258246, 28432039, 1376881, 1345602]"
7718115064,"[19672625, 1376881, 24089899, 1345602, 28432039]"
7737119057,"[16942420, 24089899, 1345602, 24272272, 1376881]"
7723339790,"[1339310, 28450402, 32333290, 1376881, 19672625]"
7703276615,"[19672625, 1376881, 24089899, 1345602, 28432039]"
7731180979,"[19672625, 1376881, 24089899, 1345602, 28432039]"
7733132610,"[1339310, 28432039, 19672625, 25898076, 1376881]"
7714887870,"[19672625, 1376881, 24089899, 1345602, 28432039]"
7720817857,"[19672625, 1376881, 24089899, 1345602, 28432039]"
7724093531,"[34325586, 24089899, 21066213, 19672625, 28432039]"
7743911736,"[19672625, 1376881, 24089899, 1345602, 28432039]"
7719035132,"[19672625, 1376881, 24089899, 1345602, 28432039]"
7709173101,"[19672625, 1376881, 24089899, 1345602, 28432039]"
7707011465,"[1394368, 34333596, 1221463, 33991325, 19672625]"
7731039704,"[19672625, 1376881, 24089899, 1345602, 28432039]"
7704747169,"[34325586, 24089899, 21066213, 19672625, 28432039]"
7727198451,"[19672625, 1376881, 24089899, 1345602, 28432039]"
7743096224,"[19672625, 1376881, 24089899, 1345602, 28432039]"
5027043297,"[19672625, 1376881, 24089899, 1345602, 28432039]"
7708155205,"[1379622, 1258246, 28432039, 1376881, 1345602]"
7702652200,"[19672625, 1376881, 24089899, 1345602, 28432039]"
7735527300,"[19672625, 1376881, 24089899, 1345602, 28432039]"
7727190639,"[1383854, 32333290, 1339310, 19672625, 24089899]"
7730116466,"[19672625, 1376881, 24089899, 1345602, 28432039]"
7728813942,"[19672625, 1376881, 24089899, 1345602, 28432039]"
7715032878,"[34840077, 1376881, 28432039, 34818835, 34325586]"
7721227770,"[34325586, 24089899, 21066213, 19672625, 28432039]"
7724306557,"[19672625, 1376881, 24089899, 1345602, 28432039]"
7714502256,"[19672625, 1376881, 24089899, 1345602, 28432039]"
7723324289,"[16942420, 24089899, 1345602, 24272272, 1376881]"
7721146930,"[19672625, 1376881, 24089899, 1345602, 28432039]"
7722001239,"[19672625, 1376881, 24089899, 1345602, 28432039]"
7743024406,"[19672625, 1376881, 24089899, 1345602, 28432039]"
7713070211,"[19672625, 1376881, 24089899, 1345602, 28432039]"
7709824226,"[19672625, 1376881, 24089899, 1345602, 28432039]"
7725815123,"[19672625, 1376881, 24089899, 1345602, 28432039]"
7711046615,"[16429493, 24089899, 24272272, 1376881, 28432039]"
7731447358,"[19672625, 1376881, 24089899, 1345602, 28432039]"
7720800596,"[19672625, 1376881, 24089899, 1345602, 28432039]"
7724857843,"[16429493, 1339310, 25898076, 1376881, 1345602]"
7715558741,"[16942420, 24089899, 1345602, 24272272, 1376881]"
7728900440,"[16942420, 24089899, 1345602, 24272272, 1376881]"
7733131543,"[19672625, 1376881, 24089899, 1345602, 28432039]"
7734117252,"[34325586, 24089899, 21066213, 19672625, 28432039]"
7725034088,"[19672625, 1376881, 24089899, 1345602, 28432039]"
7729368814,"[19672625, 1376881, 24089899, 1345602, 28432039]"
5074045703,"[34325586, 24089899, 21066213, 19672625, 28432039]"
7728630530,"[19672625, 1376881, 24089899, 1345602, 28432039]"
7728647011,"[19672625, 1376881, 24089899, 1345602, 28432039]"
7704227113,"[34325586, 24089899, 21066213, 19672625, 28432039]"
7715018947,"[1339310, 28432039, 19672625, 25898076, 1376881]"
7713038673,"[19672625, 1376881, 24089899, 1345602, 28432039]"
7714290481,"[19672625, 1376881, 24089899, 1345602, 28432039]"
7729173011,"[16429493, 1339310, 25898076, 1376881, 1345602]"
7743003011,"[16942420, 24089899, 1345602, 24272272, 1376881]"
7712013764,"[19672625, 1376881, 24089899, 1345602, 28432039]"
7743842112,"[19672625, 1376881, 24089899, 1345602, 28432039]"
7724184475,"[1345602, 34343195, 28432039, 24089899, 1376881]"
7713794503,"[19672625, 1376881, 24089899, 1345602, 28432039]"
7724304045,"[19672625, 1376881, 24089899, 1345602, 28432039]"
7720553114,"[19672625, 1376881, 24089899, 1345602, 28432039]"
5017068461,"[19672625, 1376881, 24089899, 1345602, 28432039]"
7719106841,"[19672625, 1376881, 24089899, 1345602, 28432039]"
7728836682,"[19672625, 1376881, 24089899, 1345602, 28432039]"
7716099554,"[19672625, 1376881, 24089899, 1345602, 28432039]"
7709074090,"[19672625, 1376881, 24089899, 1345602, 28432039]"
7727763713,"[19672625, 1376881, 24089899, 1345602, 28432039]"
7716586702,"[19672625, 1376881, 24089899, 1345602, 28432039]"
7720571900,"[19672625, 1376881, 24089899, 1345602, 28432039]"
7723881890,"[19672625, 1376881, 24089899, 1345602, 28432039]"
7729434070,"[19672625, 1376881, 24089899, 1345602, 28432039]"
7723001746,"[19672625, 1376881, 24089899, 1345602, 28432039]"
7703776689,"[19672625, 1376881, 24089899, 1345602, 28432039]"
5051005670,"[18052213, 1345602, 21066213, 28570632, 28432039]"
7718113194,"[19672625, 1376881, 24089899, 1345602, 28432039]"
7731174950,"[19672625, 1376881, 24089899, 1345602, 28432039]"
7710605211,"[19672625, 1376881, 24089899, 1345602, 28432039]"
7731143889,"[19672625, 1376881, 24089899, 1345602, 28432039]"
7718230356,"[19672625, 1376881, 24089899, 1345602, 28432039]"
5003009314,"[19672625, 1376881, 24089899, 1345602, 28432039]"
7724191176,"[19672625, 1376881, 24089899, 1345602, 28432039]"
7715303983,"[19672625, 1376881, 24089899, 1345602, 28432039]"
7703770430,"[19672625, 1376881, 24089899, 1345602, 28432039]"
7729784613,"[19672625, 1376881, 24089899, 1345602, 28432039]"
7718084948,"[19672625, 1376881, 24089899, 1345602, 28432039]"
7730675016,"[19672625, 1376881, 24089899, 1345602, 28432039]"
7715446854,"[1379622, 1258246, 28432039, 1376881, 1345602]"
7720051308,"[19672625, 1376881, 24089899, 1345602, 28432039]"
7735589106,"[1345602, 34343195, 28432039, 24089899, 1376881]"
7729783137,"[19672625, 1376881, 24089899, 1345602, 28432039]"
7724942834,"[19672625, 1376881, 24089899, 1345602, 28432039]"
7705399348,"[19672625, 1376881, 24089899, 1345602, 28432039]"
7725684400,"[19672625, 1376881, 24089899, 1345602, 28432039]"
7713283604,"[34325586, 24089899, 21066213, 19672625, 28432039]"
7716080994,"[19672625, 1376881, 24089899, 1345602, 28432039]"
9710025951,"[19672625, 1376881, 24089899, 1345602, 28432039]"
7730026170,"[19672625, 1376881, 24089899, 1345602, 28432039]"
7701384943,"[19672625, 1376881, 24089899, 1345602, 28432039]"
7724857346,"[19672625, 1376881, 24089899, 1345602, 28432039]"
7731252824,"[19672625, 1376881, 24089899, 1345602, 28432039]"
7729409041,"[19672625, 1376881, 24089899, 1345602, 28432039]"
7736247137,"[19672625, 1376881, 24089899, 1345602, 28432039]"
5045015550,"[19672625, 1376881, 24089899, 1345602, 28432039]"
7733148875,"[26751454, 34325586, 28432039, 1345602, 1376881]"
7736210899,"[19672625, 1376881, 24089899, 1345602, 28432039]"
7721854629,"[34968179, 34242153, 1207882, 34325586, 1376881]"
7728381587,"[1383854, 32333290, 1339310, 19672625, 24089899]"
7716530474,"[16429493, 1339310, 25898076, 1376881, 1345602]"
7713385719,"[19672625, 1376881, 24089899, 1345602, 28432039]"
7704776811,"[19672625, 1376881, 24089899, 1345602, 28432039]"
7712022550,"[19672625, 1376881, 24089899, 1345602, 28432039]"
7709129423,"[19672625, 1376881, 24089899, 1345602, 28432039]"
7723882999,"[16942420, 24089899, 1345602, 24272272, 1376881]"
7743904344,"[19672625, 1376881, 24089899, 1345602, 28432039]"
9701059930,"[19672625, 1376881, 24089899, 1345602, 28432039]"
7737106756,"[16942420, 24089899, 1345602, 24272272, 1376881]"
7723152375,"[19672625, 1376881, 24089899, 1345602, 28432039]"
7731185543,"[19672625, 1376881, 24089899, 1345602, 28432039]"
7719788792,"[19672625, 1376881, 24089899, 1345602, 28432039]"
7729564431,"[19672625, 1376881, 24089899, 1345602, 28432039]"
7723163200,"[16429493, 1339310, 25898076, 1376881, 1345602]"
7713398669,"[19672625, 1376881, 24089899, 1345602, 28432039]"
7737014368,"[19672625, 1376881, 24089899, 1345602, 28432039]"
5003021495,"[34818835, 19895486, 1402414, 1394368, 34325586]"
7735598855,"[24156441, 20127257, 1325442, 35007422, 26751454]"
7736132129,"[19672625, 1376881, 24089899, 1345602, 28432039]"
7731602282,"[19672625, 1376881, 24089899, 1345602, 28432039]"
7729424138,"[19672625, 1376881, 24089899, 1345602, 28432039]"
7743946810,"[19672625, 1376881, 24089899, 1345602, 28432039]"
7731482850,"[19672625, 1376881, 24089899, 1345602, 28432039]"
7736110982,"[34840077, 1376881, 28432039, 34818835, 34325586]"
7733865777,"[19672625, 1376881, 24089899, 1345602, 28432039]"
7724245826,"[19672625, 1376881, 24089899, 1345602, 28432039]"
7710032602,"[16429493, 1339310, 25898076, 1376881, 1345602]"
7723894401,"[19672625, 1376881, 24089899, 1345602, 28432039]"
7718016306,"[19672625, 1376881, 24089899, 1345602, 28432039]"
7737012762,"[19672625, 1376881, 24089899, 1345602, 28432039]"
7701026810,"[19672625, 1376881, 24089899, 1345602, 28432039]"
7717037582,"[19672625, 1376881, 24089899, 1345602, 28432039]"
7729126565,"[19672625, 1376881, 24089899, 1345602, 28432039]"
7714029960,"[19672625, 1376881, 24089899, 1345602, 28432039]"
7712029193,"[19672625, 1376881, 24089899, 1345602, 28432039]"
7735526057,"[19672625, 1376881, 24089899, 1345602, 28432039]"
7731630459,"[19672625, 1376881, 24089899, 1345602, 28432039]"
7713082400,"[19672625, 1376881, 24089899, 1345602, 28432039]"
7731147820,"[19672625, 1376881, 24089899, 1345602, 28432039]"
7737057354,"[19672625, 1376881, 24089899, 1345602, 28432039]"
7713398637,"[19672625, 1376881, 24089899, 1345602, 28432039]"
5030032182,"[1379622, 1258246, 28432039, 1376881, 1345602]"
7714909450,"[19672625, 1376881, 24089899, 1345602, 28432039]"
5007008047,"[19672625, 1376881, 24089899, 1345602, 28432039]"
7729279321,"[19672625, 1376881, 24089899, 1345602, 28432039]"
7706040181,"[19672625, 1376881, 24089899, 1345602, 28432039]"
7709065709,"[19672625, 1376881, 24089899, 1345602, 28432039]"
7724015205,"[19672625, 1376881, 24089899, 1345602, 28432039]"
7727222520,"[19672625, 1376881, 24089899, 1345602, 28432039]"
7725247640,"[19672625, 1376881, 24089899, 1345602, 28432039]"
7720015130,"[19672625, 1376881, 24089899, 1345602, 28432039]"
7727242502,"[34840077, 1376881, 28432039, 34818835, 34325586]"
7743554770,"[16942420, 24089899, 1345602, 24272272, 1376881]"
7710498023,"[19672625, 1376881, 24089899, 1345602, 28432039]"
7709366858,"[19672625, 1376881, 24089899, 1345602, 28432039]"
7735093029,"[19672625, 1376881, 24089899, 1345602, 28432039]"
7735062694,"[19672625, 1376881, 24089899, 1345602, 28432039]"
7743912271,"[19672625, 1376881, 24089899, 1345602, 28432039]"
7719038253,"[19672625, 1376881, 24089899, 1345602, 28432039]"
7704776297,"[19672625, 1376881, 24089899, 1345602, 28432039]"
7715446974,"[19672625, 1376881, 24089899, 1345602, 28432039]"
7743018900,"[34818835, 1259786, 28432039, 28143069, 1376881]"
7734715527,"[24156441, 20127257, 1325442, 35007422, 26751454]"
7725614057,"[19672625, 1376881, 24089899, 1345602, 28432039]"
7704880121,"[19672625, 1376881, 24089899, 1345602, 28432039]"
7733536758,"[19672625, 1376881, 24089899, 1345602, 28432039]"
7728296691,"[19672625, 1376881, 24089899, 1345602, 28432039]"
7723928805,"[19672625, 1376881, 24089899, 1345602, 28432039]"
7721853181,"[19672625, 1376881, 24089899, 1345602, 28432039]"
9715005116,"[19672625, 1376881, 24089899, 1345602, 28432039]"
5044015638,"[19672625, 1376881, 24089899, 1345602, 28432039]"
7715065224,"[34296055, 34827628, 19672625, 1345602, 1376881]"
7705513734,"[1379622, 1258246, 28432039, 1376881, 1345602]"
7725144330,"[19672625, 1376881, 24089899, 1345602, 28432039]"
7737069776,"[19672625, 1376881, 24089899, 1345602, 28432039]"
7713034559,"[19672625, 1376881, 24089899, 1345602, 28432039]"
7720281703,"[19672625, 1376881, 24089899, 1345602, 28432039]"
7719867099,"[1379622, 1258246, 28432039, 1376881, 1345602]"
7733113047,"[1345602, 34343195, 28432039, 24089899, 1376881]"
7710018171,"[19672625, 1376881, 24089899, 1345602, 28432039]"
7723103106,"[19672625, 1376881, 24089899, 1345602, 28432039]"
7718104190,"[19672625, 1376881, 24089899, 1345602, 28432039]"
7727570905,"[19672625, 1376881, 24089899, 1345602, 28432039]"
7735597474,"[19672625, 1376881, 24089899, 1345602, 28432039]"
7731582090,"[19672625, 1376881, 24089899, 1345602, 28432039]"
7713605153,"[19672625, 1376881, 24089899, 1345602, 28432039]"
7719031995,"[19672625, 1376881, 24089899, 1345602, 28432039]"
7720270236,"[19672625, 1376881, 24089899, 1345602, 28432039]"
7730029051,"[19672625, 1376881, 24089899, 1345602, 28432039]"
7726316247,"[19672625, 1376881, 24089899, 1345602, 28432039]"
7714031656,"[19672625, 1376881, 24089899, 1345602, 28432039]"
7702062723,"[19672625, 1376881, 24089899, 1345602, 28432039]"
7729775619,"[19672625, 1376881, 24089899, 1345602, 28432039]"
7731173700,"[1345602, 34343195, 28432039, 24089899, 1376881]"
7707102722,"[19672625, 1376881, 24089899, 1345602, 28432039]"
7719286104,"[19672625, 1376881, 24089899, 1345602, 28432039]"
7735043162,"[19672625, 1376881, 24089899, 1345602, 28432039]"
7728013054,"[19672625, 1376881, 24089899, 1345602, 28432039]"
7727844401,"[19672625, 1376881, 24089899, 1345602, 28432039]"
7716081388,"[19672625, 1376881, 24089899, 1345602, 28432039]"
7711050403,"[1379622, 1258246, 28432039, 1376881, 1345602]"
7725056324,"[1383854, 1259786, 34818835, 32333290, 28432039]"
7720059307,"[19672625, 1376881, 24089899, 1345602, 28432039]"
7703261626,"[19672625, 1376881, 24089899, 1345602, 28432039]"
7713097894,"[19672625, 1376881, 24089899, 1345602, 28432039]"
7743868110,"[19672625, 1376881, 24089899, 1345602, 28432039]"
7729466410,"[19672625, 1376881, 24089899, 1345602, 28432039]"
7728819581,"[19672625, 1376881, 24089899, 1345602, 28432039]"
7714035227,"[19672625, 1376881, 24089899, 1345602, 28432039]"
7727213822,"[19672625, 1376881, 24089899, 1345602, 28432039]"
7723849215,"[19672625, 1376881, 24089899, 1345602, 28432039]"
7719025840,"[19672625, 1376881, 24089899, 1345602, 28432039]"
7719261565,"[19672625, 1376881, 24089899, 1345602, 28432039]"
7724040160,"[1339310, 28432039, 19672625, 25898076, 1376881]"
7736000370,"[19672625, 1376881, 24089899, 1345602, 28432039]"
7735062743,"[1345602, 34343195, 28432039, 24089899, 1376881]"
7719865334,"[19672625, 1376881, 24089899, 1345602, 28432039]"
7734236901,"[19672625, 1376881, 24089899, 1345602, 28432039]"
7712022159,"[19672625, 1376881, 24089899, 1345602, 28432039]"
7701293580,"[19672625, 1376881, 24089899, 1345602, 28432039]"
7718084659,"[34325586, 24089899, 21066213, 19672625, 28432039]"
7715631896,"[19672625, 1376881, 24089899, 1345602, 28432039]"
7724256063,"[19672625, 1376881, 24089899, 1345602, 28432039]"
7721620444,"[19672625, 1376881, 24089899, 1345602, 28432039]"
7714048508,"[19672625, 1376881, 24089899, 1345602, 28432039]"
7724191296,"[19672625, 1376881, 24089899, 1345602, 28432039]"
7718905471,"[19672625, 1376881, 24089899, 1345602, 28432039]"
7728900803,"[19672625, 1376881, 24089899, 1345602, 28432039]"
7723920242,"[34325586, 24089899, 21066213, 19672625, 28432039]"
7724947818,"[19672625, 1376881, 24089899, 1345602, 28432039]"
7725262013,"[19672625, 1376881, 24089899, 1345602, 28432039]"
7736039722,"[19672625, 1376881, 24089899, 1345602, 28432039]"
7723305800,"[1192362, 1179412, 33991325, 34673043, 34219864]"
7717071738,"[19672625, 1376881, 24089899, 1345602, 28432039]"
7714342404,"[19672625, 1376881, 24089899, 1345602, 28432039]"
7723186335,"[19672625, 1376881, 24089899, 1345602, 28432039]"
7713798635,"[19672625, 1376881, 24089899, 1345602, 28432039]"
7728601320,"[1379622, 1258246, 28432039, 1376881, 1345602]"
9710075487,"[34325586, 24089899, 21066213, 19672625, 28432039]"
7707639796,"[19672625, 1376881, 24089899, 1345602, 28432039]"
7735062729,"[19672625, 1376881, 24089899, 1345602, 28432039]"
7743022631,"[19672625, 1376881, 24089899, 1345602, 28432039]"
7719033470,"[34818835, 1259786, 28432039, 28143069, 1376881]"
7731462620,"[19672625, 1376881, 24089899, 1345602, 28432039]"
7732508268,"[16942420, 24089899, 1345602, 24272272, 1376881]"
7716199950,"[16942420, 24089899, 1345602, 24272272, 1376881]"
7719896484,"[19672625, 1376881, 24089899, 1345602, 28432039]"
7720056169,"[19672625, 1376881, 24089899, 1345602, 28432039]"
7704037955,"[19672625, 1376881, 24089899, 1345602, 28432039]"
7743068555,"[19672625, 1376881, 24089899, 1345602, 28432039]"
7708389595,"[19672625, 1376881, 24089899, 1345602, 28432039]"
7716101186,"[18022621, 34818835, 33695427, 28432039, 19672625]"
7709062634,"[19672625, 1376881, 24089899, 1345602, 28432039]"
7724224992,"[19672625, 1376881, 24089899, 1345602, 28432039]"
7703800010,"[19672625, 1376881, 24089899, 1345602, 28432039]"
7720023269,"[19672625, 1376881, 24089899, 1345602, 28432039]"
7718987403,"[23037084, 19672625, 1376881, 24089899, 32333290]"
7701885820,"[19672625, 1376881, 24089899, 1345602, 28432039]"
7733816106,"[19672625, 1376881, 24089899, 1345602, 28432039]"
7734248978,"[19672625, 1376881, 24089899, 1345602, 28432039]"
7713020820,"[19672625, 1376881, 24089899, 1345602, 28432039]"
7743068996,"[19672625, 1376881, 24089899, 1345602, 28432039]"
7719272800,"[19672625, 1376881, 24089899, 1345602, 28432039]"
7717136600,"[19672625, 1376881, 24089899, 1345602, 28432039]"
7713333037,"[19672625, 1376881, 24089899, 1345602, 28432039]"
7730042567,"[19672625, 1376881, 24089899, 1345602, 28432039]"
7719004945,"[19672625, 1376881, 24089899, 1345602, 28432039]"
7733781453,"[19672625, 1376881, 24089899, 1345602, 28432039]"
7733181336,"[19672625, 1376881, 24089899, 1345602, 28432039]"
7737132026,"[19672625, 1376881, 24089899, 1345602, 28432039]"
7706807720,"[19672625, 1376881, 24089899, 1345602, 28432039]"
7703042913,"[19672625, 1376881, 24089899, 1345602, 28432039]"
7724941541,"[19672625, 1376881, 24089899, 1345602, 28432039]"
7728274850,"[19672625, 1376881, 24089899, 1345602, 28432039]"
7715488565,"[19672625, 1376881, 24089899, 1345602, 28432039]"
7707807190,"[19672625, 1376881, 24089899, 1345602, 28432039]"
7720307180,"[19672625, 1376881, 24089899, 1345602, 28432039]"
7730199840,"[34325586, 24089899, 21066213, 19672625, 28432039]"
7726759143,"[19672625, 1376881, 24089899, 1345602, 28432039]"
7724294781,"[34770362, 1394368, 1211023, 19672625, 1345602]"
7733048623,"[19672625, 1376881, 24089899, 1345602, 28432039]"
7732507722,"[19672625, 1376881, 24089899, 1345602, 28432039]"
7721151200,"[18022621, 34818835, 33695427, 28432039, 19672625]"
7728898752,"[19672625, 1376881, 24089899, 1345602, 28432039]"
9704008316,"[19672625, 1376881, 24089899, 1345602, 28432039]"
7710964267,"[19672625, 1376881, 24089899, 1345602, 28432039]"
7707820890,"[19672625, 1376881, 24089899, 1345602, 28432039]"
7733127762,"[1383854, 32333290, 1339310, 19672625, 24089899]"
7728604642,"[19672625, 1376881, 24089899, 1345602, 28432039]"
7731433683,"[19672625, 1376881, 24089899, 1345602, 28432039]"
7709112130,"[19672625, 1376881, 24089899, 1345602, 28432039]"
7721017758,"[19672625, 1376881, 24089899, 1345602, 28432039]"
7734092992,"[19672625, 1376881, 24089899, 1345602, 28432039]"
7732117313,"[19672625, 1376881, 24089899, 1345602, 28432039]"
7733088746,"[1179412, 20357929, 34730744, 1376881, 18022621]"
7715628170,"[19672625, 1376881, 24089899, 1345602, 28432039]"
7730036274,"[19672625, 1376881, 24089899, 1345602, 28432039]"
7706043312,"[19672625, 1376881, 24089899, 1345602, 28432039]"
7729423688,"[16942420, 24089899, 1345602, 24272272, 1376881]"
7728656665,"[19672625, 1376881, 24089899, 1345602, 28432039]"
7720590525,"[19672625, 1376881, 24089899, 1345602, 28432039]"
7733813218,"[34840077, 1376881, 28432039, 34818835, 34325586]"
7728873109,"[19672625, 1376881, 24089899, 1345602, 28432039]"
7725031305,"[19672625, 1376881, 24089899, 1345602, 28432039]"
7733055229,"[19672625, 1376881, 24089899, 1345602, 28432039]"
7734077088,"[19672625, 1376881, 24089899, 1345602, 28432039]"
7731173523,"[16942420, 24089899, 1345602, 24272272, 1376881]"
7737516689,"[19672625, 1376881, 24089899, 1345602, 28432039]"
7715107749,"[1379622, 1258246, 28432039, 1376881, 1345602]"
7727597826,"[19672625, 1376881, 24089899, 1345602, 28432039]"
7737516223,"[19672625, 1376881, 24089899, 1345602, 28432039]"
7721573970,"[19672625, 1376881, 24089899, 1345602, 28432039]"
7743624202,"[19672625, 1376881, 24089899, 1345602, 28432039]"
7720267829,"[19672625, 1376881, 24089899, 1345602, 28432039]"
5074031027,"[19672625, 1376881, 24089899, 1345602, 28432039]"
7715102388,"[19672625, 1376881, 24089899, 1345602, 28432039]"
7736210850,"[19672625, 1376881, 24089899, 1345602, 28432039]"
7736221097,"[1345602, 34343195, 28432039, 24089899, 1376881]"
7732110237,"[19672625, 1376881, 24089899, 1345602, 28432039]"
7735525977,"[19672625, 1376881, 24089899, 1345602, 28432039]"
7701913481,"[19672625, 1376881, 24089899, 1345602, 28432039]"
7734254315,"[16942420, 24089899, 1345602, 24272272, 1376881]"
7713333580,"[19672625, 1376881, 24089899, 1345602, 28432039]"
7710930476,"[19672625, 1376881, 24089899, 1345602, 28432039]"
7751019350,"[19672625, 1376881, 24089899, 1345602, 28432039]"
7702764296,"[17101157, 33839303, 21066213, 28432039, 1391071]"
7716011165,"[19672625, 1376881, 24089899, 1345602, 28432039]"
7725591699,"[19672625, 1376881, 24089899, 1345602, 28432039]"
7721219881,"[34350387, 1243410, 1324877, 1445659, 1376881]"
7704012358,"[19672625, 1376881, 24089899, 1345602, 28432039]"
7719019155,"[1383854, 32333290, 1339310, 19672625, 24089899]"
7702819241,"[19672625, 1376881, 24089899, 1345602, 28432039]"
7724295383,"[19672625, 1376881, 24089899, 1345602, 28432039]"
7702772699,"[19672625, 1376881, 24089899, 1345602, 28432039]"
7727788394,"[19672625, 1376881, 24089899, 1345602, 28432039]"
7734077659,"[34325586, 24089899, 21066213, 19672625, 28432039]"
7704812442,"[19672625, 1376881, 24089899, 1345602, 28432039]"
7701679961,"[34325586, 1345602, 18649849, 34240664, 34818835]"
7735071709,"[16429493, 1339310, 25898076, 1376881, 1345602]"
7726073957,"[19672625, 1376881, 24089899, 1345602, 28432039]"
7710707911,"[19672625, 1376881, 24089899, 1345602, 28432039]"
7710130279,"[19672625, 1376881, 24089899, 1345602, 28432039]"
7743026202,"[19672625, 1376881, 24089899, 1345602, 28432039]"
7716585000,"[19672625, 1376881, 24089899, 1345602, 28432039]"
7721816905,"[19672625, 1376881, 24089899, 1345602, 28432039]"
7704056115,"[19672625, 1376881, 24089899, 1345602, 28432039]"
7716725579,"[19672625, 1376881, 24089899, 1345602, 28432039]"
7730068318,"[19672625, 1376881, 24089899, 1345602, 28432039]"
